generation,best_fitness,best_fitness_flat,best_fitness_uneven,best_fitness_crater,worst_fitness,worst_fitness_flat,worst_fitness_uneven,worst_fitness_crater,mean_fitness,mean_fitness_flat,mean_fitness_uneven,mean_fitness_crater,median_fitness,median_fitness_flat,median_fitness_uneven,median_fitness_crater,std_fitness,num_modules,time_per_generation,total_elapsed_time
1,3.515847254772838,1.3081229304171738,0.8417960936845076,1.3659282306711564,1.5995510675540818,0.6160385268172119,0.48511655831522804,0.4983959824216417,2.556863742753512,1.0344296255746463,0.7399999529972412,0.7824341641816246,2.493925358783141,0.747971275837236,1.017852023663718,0.7281020592821871,0.5583204796597598,10,7980.306874513626,31419.240443468094
2,3.515847254772838,1.3081229304171738,0.8417960936845076,1.3659282306711564,2.195054143750556,1.3817880287782396,0.5433121682525586,0.2699539467197579,2.836792745592264,1.1653020507595495,0.8284164364549539,0.8430742583777607,2.8705233562213555,1.4018179593337352,0.908024541383024,0.5606808555045962,0.37089017926959156,10,7634.122166395187,39053.36260986328
3,3.515847254772838,1.3081229304171738,0.8417960936845076,1.3659282306711564,2.455370886148896,1.1279141070784418,0.6450794490649467,0.6823773300055077,2.9341745841203997,1.1919239681657219,0.8651590306479833,0.8770915853066936,2.903723329103049,0.8413904861313889,0.908338301202047,1.1539945417696134,0.3553462382977362,10,7884.879421710968,46938.24203157425
4,3.515847254772838,1.3081229304171738,0.8417960936845076,1.3659282306711564,2.4555344378467825,0.8788063960728296,0.42250927503996166,1.1542187667339912,3.003907768944305,1.243980418515725,0.855073352735053,0.9048539976935265,2.9254925430722727,1.3202179710970148,0.43454303704270525,1.1707315349325524,0.35717601325909853,10,7248.752101898193,54186.99413347244
5,3.826294597691564,1.802327911678689,0.8805750392824563,1.1433916467304186,2.6103131615083015,0.43106247865165276,1.2160463021973,0.9632043806593488,3.175275241242116,1.3923173012266337,0.845215167063295,0.9377427729521881,3.1409731642988987,1.6921111530534405,0.8528489478794012,0.5960130633660566,0.31196673487744325,19,8836.444895744324,63023.439029216766
6,3.826294597691564,1.802327911678689,0.8805750392824563,1.1433916467304186,2.8705233562213555,1.4018179593337352,0.908024541383024,0.5606808555045962,3.239012620459015,1.4972381664630774,0.7884331794410703,0.9533412745548684,3.21332223817421,1.2162200047748908,1.1217117808153427,0.8753904525839763,0.28399397237978735,19,7515.709941864014,70539.14897108078
7,3.826294597691564,1.802327911678689,0.8805750392824563,1.1433916467304186,2.903723329103049,0.8413904861313889,0.908338301202047,1.1539945417696134,3.323579472610158,1.6162400811767474,0.7814647554321456,0.9258746360012651,3.4170587934478514,1.6980837733784826,0.7952274988880463,0.9237475211813222,0.24390770931118907,19,7752.85178565979,78292.00075674057
8,3.826294597691564,1.802327911678689,0.8805750392824563,1.1433916467304186,2.9282502150202157,1.1344149361298748,0.8030669191653442,0.9907683597249967,3.4263119940876736,1.7607921104233122,0.7897559448359687,0.8757639388283918,3.4867265105442486,2.75850650524541,0.36836264108247657,0.35985736421636183,0.17388673122724013,19,7843.084923505783,86135.08568024635
9,4.428139322362444,1.6711620702716108,1.0888865404323296,1.6680907116585033,3.21332223817421,1.2162200047748908,1.1217117808153427,0.8753904525839763,3.5049681039986242,1.816963119345196,0.7736871967579148,0.9143177878955135,3.4867265105442486,2.75850650524541,0.36836264108247657,0.35985736421636183,0.20541541806228336,15,7899.361864089966,94034.44754433632
10,4.428139322362444,1.6711620702716108,1.0888865404323296,1.6680907116585033,3.4031469784296564,1.3904049586006326,1.147746182489815,0.8649958373392087,3.559540594721813,1.7841928847622506,0.8041764751525426,0.9711712348070203,3.515847254772838,1.3081229304171738,0.8417960936845076,1.3659282306711564,0.18629517684932195,15,7649.963622570038,101684.41116690636
11,4.428139322362444,1.6711620702716108,1.0888865404323296,1.6680907116585033,3.4867265105442486,2.75850650524541,0.36836264108247657,0.35985736421636183,3.5960771520008117,1.6473507113981483,0.8836338996844334,1.0650925409182301,3.515847254772838,1.3081229304171738,0.8417960936845076,1.3659282306711564,0.18929872704385536,15,8819.919729232788,110504.33089613914
12,4.428139322362444,1.6711620702716108,1.0888865404323296,1.6680907116585033,3.515847254772838,1.3081229304171738,0.8417960936845076,1.3659282306711564,3.6492483103147384,1.2946895033043957,1.106925931866612,1.2476328751437322,3.5966284366068377,0.36736257975665215,1.8137204245260428,1.4155454323241425,0.19001212412251398,15,9441.963564395905,119946.29446053505
13,4.428139322362444,1.6711620702716108,1.0888865404323296,1.6680907116585033,3.515847254772838,1.3081229304171738,0.8417960936845076,1.3659282306711564,3.659805138045384,1.3012036821040136,1.1229254992056277,1.2356759567357438,3.5966284366068377,0.36736257975665215,1.8137204245260428,1.4155454323241425,0.1911020018968054,15,8815.092831850052,128761.3872923851
14,4.518557091226874,2.3741672893042884,1.375727515029805,0.7686622868927807,3.515847254772838,1.3081229304171738,0.8417960936845076,1.3659282306711564,3.7301724904355074,1.337522777081385,1.1983152558909727,1.194334457463151,3.5966284366068377,0.36736257975665215,1.8137204245260428,1.4155454323241425,0.2803124369481613,11,10491.490473747253,139252.87776613235
15,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,3.515847254772838,1.3081229304171738,0.8417960936845076,1.3659282306711564,3.8167678362596127,1.441298990831233,1.2153534405595623,1.160115404868818,3.6069259994848677,1.9057699099215055,0.9466933657083192,0.7544627238550425,0.3712476125473799,19,8841.79681134224,148094.6745774746
16,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,3.5354919290203837,1.2169585986671343,1.000774527039593,1.3177588033136562,3.87687334018282,1.4969416241025173,1.2726022722670882,1.1073294438132146,3.826294597691564,1.802327911678689,0.8805750392824563,1.1433916467304186,0.37297386151658257,19,9362.516784191132,157457.19136166573
17,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,3.6069259994848677,1.9057699099215055,0.9466933657083192,0.7544627238550425,4.056934377372584,1.8861374093548766,1.1980735317160043,0.9727234363017025,3.832552086692199,1.503548294405713,1.3217831138549843,1.0072206784315014,0.39023389524921964,19,8771.667338371277,166228.858700037
18,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,3.7998710065700196,1.4254420120695757,1.1887326755170635,1.1856963189833807,4.156732741338578,1.959789122549339,1.224869297449853,0.9720743213393852,3.832552086692199,1.503548294405713,1.3217831138549843,1.0072206784315014,0.371987952964074,19,8828.247659444809,175057.1063594818
19,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,3.826294597691564,1.802327911678689,0.8805750392824563,1.1433916467304186,4.226839777062827,2.029535923632203,1.2641126238167675,0.9331912296138561,4.428139322362444,1.6711620702716108,1.0888865404323296,1.6680907116585033,0.36746078112687974,19,7585.852840662003,182642.9592001438
20,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,3.832552086692199,1.503548294405713,1.3217831138549843,1.0072206784315014,4.361680766110668,2.1602462592414553,1.3205189250880582,0.8809155817811516,4.518557091226874,2.3741672893042884,1.375727515029805,0.7686622868927807,0.35713120520469716,19,8938.932355165482,191581.8915553093
21,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,3.832552086692199,1.503548294405713,1.3217831138549843,1.0072206784315014,4.427086922838287,2.2437319776639137,1.3127030429655298,0.8706519022088415,4.518557091226874,2.3741672893042884,1.375727515029805,0.7686622868927807,0.3521686649754099,19,8576.639862775803,200158.5314180851
22,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,3.832552086692199,1.503548294405713,1.3217831138549843,1.0072206784315014,4.50124789618915,2.362270610221371,1.2931918034879726,0.8457854824798041,4.518557091226874,2.3741672893042884,1.375727515029805,0.7686622868927807,0.27987176837433697,19,7769.508432388306,207928.0398504734
23,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,4.428139322362444,1.6711620702716108,1.0888865404323296,1.6680907116585033,4.756759475232204,2.611387010599049,1.2940815940900086,0.8512908705431415,4.518557091226874,2.3741672893042884,1.375727515029805,0.7686622868927807,0.667530496731372,17,9708.716860055923,217636.75671052933
24,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,4.518557091226874,2.3741672893042884,1.375727515029805,0.7686622868927807,5.094045134341449,2.977652308468474,1.2243026280299494,0.8920901978430188,4.518557091226874,2.3741672893042884,1.375727515029805,0.7686622868927807,1.0210584883185743,17,10206.391238212585,227843.1479487419
25,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,4.518557091226874,2.3741672893042884,1.375727515029805,0.7686622868927807,5.246118027463661,3.136164226728618,1.1828103246673052,0.9271434760677304,4.518557091226874,2.3741672893042884,1.375727515029805,0.7686622868927807,1.1175195276894965,17,8694.309820652008,236537.45776939392
26,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,4.518557091226874,2.3741672893042884,1.375727515029805,0.7686622868927807,5.317012454040414,3.1652047977184816,1.142892460799284,1.0089151955226425,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,1.0861520724735187,17,10257.794347763062,246795.25211715698
27,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,4.518557091226874,2.3741672893042884,1.375727515029805,0.7686622868927807,5.500634794222098,3.301868382776718,1.0843066446369856,1.1144597668083909,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,1.1283043169440519,17,10752.71237206459,257547.96448922157
28,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,4.518557091226874,2.3741672893042884,1.375727515029805,0.7686622868927807,5.745763111190597,3.5425588630093485,1.0355585645142475,1.1676456836670004,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,1.2270198803858499,17,9076.636456489563,266624.60094571114
29,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,4.518557091226874,2.3741672893042884,1.375727515029805,0.7686622868927807,5.7773125582500695,3.52071052980744,1.018465051714593,1.2381369767280368,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,1.2012448316548174,17,10232.281158685684,276856.8821043968
30,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,5.9435530164644295,3.872353210104905,0.9862488594594923,1.0849509469000342,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,1.2095411982451745,17,11231.275990486145,288088.15809488297
31,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,6.315774711849585,4.2010674579948475,0.9572257524191163,1.157481501435627,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,1.3198792367520815,17,10118.532103776932,298206.6901986599
32,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,6.687996407234745,4.529781705884788,0.9282026453787405,1.2300120559712195,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,1.3206341309898588,17,9008.367089271545,307215.05728793144
33,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,6.997449738793168,4.801194635800698,0.9016042032129086,1.294650899779562,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,1.2156286427842207,17,9882.287703990936,317097.3449919224
34,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,5.1087317839861,3.137500852180877,1.033362249004306,0.9378686828009158,7.4627268580246175,5.212087445663125,0.8653253194124387,1.3853140929490517,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,0.89588642553188,17,9866.856418848038,326964.2014107704
35,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,6.012510201066269,3.9117394736223137,1.1426904943636922,0.958080233080263,7.648837705717197,5.376444569608098,0.8508137658922509,1.4215793702168478,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,0.6413469551414941,17,9227.726975679398,336191.9283864498
36,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,6.017343584572683,3.8838181721345233,0.8884288924378057,1.2450965200003545,7.837626135548048,5.545556393381413,0.8181136110760304,1.4739561310906077,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,0.33801798388115734,17,9468.461211204529,345660.38959765434
37,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,7.9003944993747846,5.602857711355444,0.8156889462014865,1.481847841817858,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,8.881784197001252e-16,17,9596.13801908493,355256.5276167393
38,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,7.9003944993747846,5.602857711355444,0.8156889462014865,1.481847841817858,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,8.881784197001252e-16,17,8960.400318145752,364216.927934885
39,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,7.9003944993747846,5.602857711355444,0.8156889462014865,1.481847841817858,7.900394499374786,5.602857711355442,0.8156889462014859,1.4818478418178578,8.881784197001252e-16,17,11371.744910240173,375588.6728451252
